2026-08-21 11:28:13,550 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-08-21 11:28:13,576 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-08-21 11:28:13,577 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-08-21 11:28:13,578 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-08-21 11:28:13,591 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-08-21 11:28:13,591 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-08-21 11:28:13,592 INFO  SwAddin.cs: 201 - Setting up command manager
2026-08-21 11:28:13,593 INFO  SwAddin.cs: 204 - Adding command manager
2026-08-21 11:28:13,596 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-08-21 11:28:13,597 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-08-21 11:28:13,597 INFO  SwAddin.cs: 210 - Adding event handlers
2026-08-21 11:28:13,755 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-08-21 11:29:44,400 INFO  SwAddin.cs: 294 - Assembly export called for file ASSY_URDF.SLDASM
2026-08-21 11:29:48,152 INFO  SwAddin.cs: 313 - Saving assembly
2026-08-21 11:29:48,255 INFO  SwAddin.cs: 316 - Opening property manager
2026-08-21 11:29:48,267 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSY_URDF.SLDASM
2026-08-21 11:29:48,296 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ASSY_URDF.SLDASM
2026-08-21 11:29:48,297 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASSY_URDF.SLDASM
2026-08-21 11:29:48,297 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-21 11:29:48,298 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-08-21 11:29:48,299 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from grippe_finger-3
2026-08-21 11:29:48,300 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-3
2026-08-21 11:29:48,300 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in grippe_finger-3
2026-08-21 11:29:48,300 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from grippe_finger-2
2026-08-21 11:29:48,301 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-2
2026-08-21 11:29:48,301 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in grippe_finger-2
2026-08-21 11:29:48,301 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_base-2
2026-08-21 11:29:48,302 INFO  ExportHelperExtension.cs: 1136 - Found 30 in gripper_base-2
2026-08-21 11:29:48,302 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_base-2
2026-08-21 11:29:48,303 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSY_URDF.SLDASM
2026-08-21 11:29:48,303 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ASSY_URDF.SLDASM
2026-08-21 11:29:48,303 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASSY_URDF.SLDASM
2026-08-21 11:29:48,303 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-21 11:29:48,304 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-08-21 11:29:48,304 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from grippe_finger-3
2026-08-21 11:29:48,304 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-3
2026-08-21 11:29:48,305 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in grippe_finger-3
2026-08-21 11:29:48,305 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from grippe_finger-2
2026-08-21 11:29:48,305 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-2
2026-08-21 11:29:48,305 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in grippe_finger-2
2026-08-21 11:29:48,306 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_base-2
2026-08-21 11:29:48,306 INFO  ExportHelperExtension.cs: 1136 - Found 30 in gripper_base-2
2026-08-21 11:29:48,306 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_base-2
2026-08-21 11:29:48,459 INFO  SwAddin.cs: 339 - Loading config tree
2026-08-21 11:29:48,463 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-08-21 11:29:48,467 INFO  SwAddin.cs: 344 - Showing property manager
2026-08-21 11:30:31,386 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-08-21 11:30:32,558 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSY_URDF.SLDASM
2026-08-21 11:30:32,561 INFO  ExportHelperExtension.cs: 1136 - Found 34 in ASSY_URDF.SLDASM
2026-08-21 11:30:32,562 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ASSY_URDF.SLDASM
2026-08-21 11:30:32,562 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-21 11:30:32,562 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-08-21 11:30:32,562 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from grippe_finger-3
2026-08-21 11:30:32,563 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-3
2026-08-21 11:30:32,563 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in grippe_finger-3
2026-08-21 11:30:32,563 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from grippe_finger-2
2026-08-21 11:30:32,564 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-2
2026-08-21 11:30:32,564 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in grippe_finger-2
2026-08-21 11:30:32,564 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_base-2
2026-08-21 11:30:32,565 INFO  ExportHelperExtension.cs: 1136 - Found 30 in gripper_base-2
2026-08-21 11:30:32,565 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_base-2
2026-08-21 11:30:32,565 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSY_URDF.SLDASM
2026-08-21 11:30:32,565 INFO  ExportHelperExtension.cs: 1136 - Found 34 in ASSY_URDF.SLDASM
2026-08-21 11:30:32,566 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASSY_URDF.SLDASM
2026-08-21 11:30:32,566 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-08-21 11:30:32,566 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2026-08-21 11:30:32,566 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from grippe_finger-3
2026-08-21 11:30:32,567 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-3
2026-08-21 11:30:32,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in grippe_finger-3
2026-08-21 11:30:32,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from grippe_finger-2
2026-08-21 11:30:32,567 INFO  ExportHelperExtension.cs: 1136 - Found 23 in grippe_finger-2
2026-08-21 11:30:32,568 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in grippe_finger-2
2026-08-21 11:30:32,568 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_base-2
2026-08-21 11:30:32,568 INFO  ExportHelperExtension.cs: 1136 - Found 30 in gripper_base-2
